id,name,description,manufacturer,price
210190784,"Sony BDV-IS1000 Blu-ray Disc Home-Theater System - Precision Cinema HD via HDMI upscaler / BRAVIA Theatre Sync direct key / x.v.Color / XMB Xross Media Bar / 800Hz Cutoff Frequency",,"Sony",
210190818,"Apple MacBook Notebook - MB467LLA","Intel Core 2 Duo 2.4GHz - 13.3' WXGA - 2GB DDR3 SDRAM - 250GB HDD - DVD-Writer (DVDR/RW) - Gigabit Ethernet, Wi-Fi, Bluetooth - Mac OS X 10.5 Leopard","Apple","$1,549.99"
210206538,"VholdR Wearable Camcorder (Black) - 1102",,"VholdR",
210227260,"Sharp AQUOS BD-HP21U Blu-ray Disc Player","BD-RE, DVD+RW, DVD-RW, CD-RW - BD Video, DVD Video, JPEG, CD-DA, MPEG-2, VC-1, AC3, LPCM Playback - Progressive Scan","Sharp",$218.63
210227261,"Sharp AQUOS BD-HP50U Blu-ray Disc Player","BD-RE, DVD+RW, DVD-RW, CD-RW - BD Video, DVD Video, CD-DA, JPEG, VC-1, MPEG-2, AC3, LPCM Playback - Progressive Scan","Sharp",$266.96
210227271,"Sharp LC-52D85U - 52' Widescreen 1080p LCD HDTV - 120Hz - 4ms Response Time",,"Sharp","$1,648.72"
210227282,"Battery and Bag Bundle for Panasonic Camcorders - VBG-VBB1STRKIT",,"Panasonic",
210227285,"Sharp AQUOS LC-42D85U 42' LCD TV","42' - Active Matrix TFT - ATSC, NTSC - 16:9 - 1920 x 1080 - HDTV - 1080p","Sharp","$1,076.65"
210239335,"Escort Passport 9500ix Radar/Laser Detector",,"Escort",$439.99
210245837,"KITCHENAID KPFP850OB - Food Processor",,"KitchenAid",
210251970,"Chestnut Hill CHS40001 Chestnut Hill George Ipod Dock Compact Stereo System",,"Chestnut Hill",$499.00
210252184,"Escort 9500CI Escort GPS Radar Detector",,"Escort","$1,475.99"
210252356,"Sony ICD-B600 512MB Digital Voice Recorder - ICDB600","512MB Flash Memory - LCD - Portable","Sony",$30.45
210252385,"Canon PSC-4000 Deluxe Leather Case N - 3528B001",,"Canon",$35.99
210254965,"Canon CLI-221 Color Ink 4-Pack (Black/ Cyan/ Magenta/ Yellow) - 2946B004",,"Canon",$44.99
210256478,"Sony BRAVIA VPL-HW10 Digital Projector - VPLHW10","1920 x 1080 - 22.05lb","Sony",
210258465,"Apple MacBook Pro Notebook - MB471LL/A","Intel Core 2 Duo 2.53GHz - 15.4' WXGA+ - 4GB DDR3 SDRAM - 320GB HDD - DVD-Writer (DVDR/RW) - Gigabit Ethernet, Wi-Fi, Bluetooth - Mac OS X 10.5 Leopard","Apple","$2,369.00"
210258472,"Altec Lansing IMT702 inMotion MAX Portable Speaker System for iPhone",,"Altec Lansing",$133.96
210259873,"Transcend 8GB microSDHC Card - Class 6 - TS8GUSDHC6",,"TRANSCEND INFORMATION",$14.95
210267015,"Flip Video MinoHD 60 min Black - F460B",,"Pure Digital Technol",$232.50
210399743,"Samsung BDP2500 - BD-P2500",,"Samsung",$301.05
210399745,"Denon DVD-1800BD Blu-ray Disc Player","BD-R, DVD-R, CD-R, Secure Digital (SD) - BD Video, DVD Video, WMA, MP3, DivX 6, JPG Playback - Progressive Scan","Denon",$499.00
210399746,"Canon EOS 5D Mark II Digital SLR Camera - 2764B003","21.1 Megapixel - 16:9 - 3' Active Matrix TFT Color LCD","Canon","$3,699.99"
210399777,"Canon Rebel XSi/XS Starter Kit - 9320A009",,"Canon",$69.99
210399818,"Onkyo TX-SR876 A/V Receiver - TXSR876B","Dolby Digital, Dolby TrueHD, DTS-HD, Dolby Digital EX, Dolby Digital Plus, Dolby Pro Logic II, Dolby TrueHD, DTS, DTS-ES, DTS Neo:6, THX Surround EX, THX Select 2FM, AM","Onkyo","$1,077.98"
210399819,"Onkyo TX-NR906 A/V Receiver - TXNR906B","THX Ultra 2, Dolby Digital Plus, Dolby TrueHD, DTS-HD, Neural SurroundFM, AM","Onkyo","$1,497.99"
210399849,"Denon DM37SBK - D-M37SBK",,"Denon",$288.76
210399855,"Onkyo TX-8255 A/V Receiver","AM, FM","Onkyo",$159.98
210399907,"Denon DHT-589BA Home Theater System",", A/V Receiver, 5.1 Speakers - Dolby Pro Logic II, DTS","Denon",$448.80
210399915,"LG 42LG30 42' LCD TV","LG 42LG30 42' LCD HDTV - 12,000:1 Dynamic Contrast Ratio - Invisible Speaker","LG Electronics",
210401450,"Apple 8x DVDRW Drive - MB397G/A","(Double-layer) - DVD-RAM/R/RW - 8x 8x 8x (DVD) - 24x 16x 24x (CD) - USB - External","Apple",$95.71
210401451,"Apple MacBook Pro Notebook - MB470LL/A","Intel Core 2 Duo 2.4GHz - 15.4' WXGA+ - 2GB DDR3 SDRAM - 250GB HDD - DVD-Writer (DVDR/RW) - Gigabit Ethernet, Wi-Fi, Bluetooth - Mac OS X 10.5 Leopard","Apple","$1,849.00"
210401458,"Apple iPod nano Armband - MB769G/A","Grey","Apple",$29.00
210402319,"Polk Audio I-Sonic ES2 Entertainment System 2 AM/FM and HD Table Radio - AM1195-A",,"Polk Audio",$336.71
210402579,"Samsung SBH500 Stereo Bluetooth Headset",,"Samsung",$49.72
210404123,"Sony DPFD100 Digital Photo Frame","Photo Viewer - 10' LCD","Sony",$249.12
210435432,"Danby DBC2760BLS 5.0 cu.ft beverage center / 27 bottle wine cooler",,"Danby","$1,000.00"
210435439,"Danby DDW497W Countertop Dishwasher",,"Danby",$247.05
210441166,"Sony XDR-S10HDiP Clock Radio with iPod Dock - XDRS10HDIP","LCD","Sony",$149.95
210441817,"Panasonic Kx-tg9391t Dect 6.0 Two-line Corded/cordless Phone Combo - KX-TG9391T",,"Panasonic",$149.72
210442348,"Sony BRAVIA XBR Series KDL-46XBR6 46' LCD TV - KDL46XBR6","46' - Active Matrix TFT - ATSC, NTSC - 16:9 - 1920 x 1080 - Dolby, Surround - HDTV - 480i, 480p, 720p, 1080i, 1080p","Sony","$1,977.72"
210442350,"Sony BRAVIA XBR Series KDL-52XBR6 52' LCD TV - KDL52XBR6","52' - Active Matrix TFT - ATSC, NTSC - 16:9 - 1920 x 1080 - Dolby, Surround - HDTV - 480i, 480p, 720p, 1080i, 1080p","Sony","$2,573.72"
210460676,"Audiovox DPF701 7-Inch Acrylic Digital Picture Frame",,"Audiovox",$41.40
210461432,"PAN NN-TK903S MICROWAVE OVEN .08 CU. FT.",,"Panasonic",
210462233,"Sony VAIO LV140J Desktop - VGC-LV140J","Intel Core 2 Duo E7200 2.53GHz - 4GB DDR2 SDRAM - 320GB - DVD-Writer (DVD-RAM/R/RW) - Gigabit Ethernet, Bluetooth, Wi-Fi - 24' Active Matrix TFT Color LCD - Windows Vista Home Premium x64 - All-in-One","Sony","$1,599.99"
210479062,"Simpletech 2GB SD Card - 3505B001AA",,"SIMPLETECH",$12.88
210490135,"Garmin 010-00577-30 Nvi(r) 885t Travel Assistant",,"Garmin",
210520736,"Samsung LN32A450 32' 720p LCD HDTV",,"Samsung",
210521551,"Maytag MDB7851AWB Full Console Dishwasher (Black)",,"Maytag",
210521578,"Whirlpool DU1100XTPS 24' Undercounter Dishwasher (Stainless Steel)",,"Whirlpool",$537.29
210536123,"Canon XH A1S - 3238B001",,"Canon","$3,999.00"
210566840,"Sony VAIO FW378J/B Notebook - VGNFW378J/B","Intel Centrino 2 Core 2 Duo P8600 2.4GHz - 16.4' - 4GB DDR2 SDRAM - 320GB HDD - BD-Reader/DVD-Writer (BD-ROM/DVD-RAM/R/RW) - Wi-Fi, Gigabit Ethernet, Bluetooth - Windows Vista Home Premium x64 - Black","Sony",
210571462,"Sennheiser CX380 Sennheiser CX 380 Sport II Grey/Orange",,"Sennheiser",
210634625,"IWORK 09 RETAIL-INT DVD - MB942Z/A",,"Apple",
210634626,"IWORK 09 FAMILY PACK-INT DVD - MB943Z/A",,"Apple",
210647824,"CASE MATE CARBON FIBER IPHONE 3G CASE BLACK - IPH3GC-BCF",,"Case-Mate",$28.08
